date,pred_stage,pred_discharge
2022-12-22,28.211859,152.02115
2022-12-23,28.222649,149.07765
2022-12-24,28.177761,142.81462
2022-12-25,28.23154,154.95105
2022-12-26,28.25274,158.7777
2022-12-27,28.246845,150.52579
2022-12-28,28.228374,155.01196
2022-12-29,28.243166,153.90036
2022-12-30,28.240696,154.09697
2022-12-31,28.26195,164.69754
